row_order,schedule_index,condition,model_key,model,pubmed_id,gold_label,decision,error_prob,action,parse_status,parse_notes,is_correct,evidence_policy,evidence_chars,max_tokens,threshold_rule,prompt_tokens,completion_tokens,total_tokens,api_attempts,api_error,retry_events_json,response_id,response_model,system_fingerprint,request_started_utc,request_finished_utc,latency_seconds,raw_response,raw_length
205,1632,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,21689015,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,540,20,560,1,,[],p1T563z-fdNmn-a3bc3c0ce89ca272,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:52:54.843275+00:00,2026-09-16T01:52:55.596171+00:00,0.753,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
206,1647,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,22350859,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,540,20,560,1,,[],p1T5CM7-fdNmn-a3bc3c91493c5933,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:53:15.983266+00:00,2026-09-16T01:53:16.737349+00:00,0.754,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
207,1652,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,19302863,SUPPORTED,INCONCLUSIVE,0.7,SEEK_EVIDENCE,full,clean,0,short,1200,300,explicit_numeric,656,24,680,1,,[],p1T5E1o-4YNCb4-a3bc3cb49de5e09b,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:53:21.631497+00:00,2026-09-16T01:53:22.939504+00:00,1.308,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.7
ACTION: SEEK_EVIDENCE",67
208,1659,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,23412195,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,622,20,642,1,,[],p1T5GRW-fdNmn-a3bc3ce70f32a26f,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:53:29.701642+00:00,2026-09-16T01:53:30.620184+00:00,0.919,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
209,1664,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,28056802,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,648,20,668,1,,[],p1T5J2n-4YNCb4-a3bc3d08cd3ee407,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:53:35.102355+00:00,2026-09-16T01:53:35.942092+00:00,0.84,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
210,1679,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,9278754,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,867,300,explicit_numeric,504,20,524,1,,[],p1T5NxV-fdNmn-a3bc3d706e8592ef,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:53:51.718139+00:00,2026-09-16T01:53:53.349322+00:00,1.631,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
211,1684,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,12380309,REFUTED,REFUTED,0.4,ABSTAIN,full,clean,1,short,1200,300,explicit_numeric,605,23,628,1,,[],p1T5QuZ-4YNCb4-a3bc3d999e51c03e,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:53:58.268082+00:00,2026-09-16T01:53:59.295661+00:00,1.028,"DECISION: REFUTED
ERROR_PROBABILITY: 0.4
ACTION: ABSTAIN",56
212,1691,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,22497340,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,741,300,explicit_numeric,490,20,510,1,,[],p1T5TRA-fdNmn-a3bc3dce29402bc5,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:54:06.672038+00:00,2026-09-16T01:54:08.198723+00:00,1.527,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
213,1696,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,22303473,REFUTED,INCONCLUSIVE,0.8,SEEK_EVIDENCE,full,clean,0,short,1200,300,explicit_numeric,543,24,567,1,,[],p1T5VKg-4YNCb4-a3bc3df67ab22bc5,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:54:13.138957+00:00,2026-09-16T01:54:14.343041+00:00,1.204,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.8
ACTION: SEEK_EVIDENCE",67
214,1711,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,22540518,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,628,20,648,1,,[],p1T5aLt-4YNCb4-a3bc3e6008ac4e9c,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:54:30.029668+00:00,2026-09-16T01:54:31.033648+00:00,1.004,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
215,1716,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,10375486,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,1051,300,explicit_numeric,557,21,578,1,,[],p1T5c55-4YNCb4-a3bc3e844f5a92ef,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:54:35.855088+00:00,2026-09-16T01:54:36.768831+00:00,0.914,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
216,1723,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,15151701,SUPPORTED,INCONCLUSIVE,0.7,SEEK_EVIDENCE,full,clean,0,short,1200,300,explicit_numeric,546,24,570,1,,[],p1T5eT6-4YNCb4-a3bc3eb64ecba2a6,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:54:43.834890+00:00,2026-09-16T01:54:45.064033+00:00,1.229,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.7
ACTION: SEEK_EVIDENCE",67
217,1728,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,15369037,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,625,20,645,1,,[],p1T5g9W-4YNCb4-a3bc3eda1b015895,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:54:49.586968+00:00,2026-09-16T01:54:50.591739+00:00,1.005,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
218,1743,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,20608141,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,594,21,615,1,,[],p1T5mAW-4YNCb4-a3bc3f438c4b28bf,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:55:06.406124+00:00,2026-09-16T01:55:08.207972+00:00,1.802,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
219,1748,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,22491528,INCONCLUSIVE,SUPPORTED,0.2,COMMIT,full,clean,0,short,1060,300,explicit_numeric,527,20,547,1,,[],p1T5o18-4YNCb4-a3bc3f6a2faf8f26,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:55:12.617749+00:00,2026-09-16T01:55:13.632076+00:00,1.014,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
220,1755,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,7547656,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,1135,300,explicit_numeric,639,21,660,1,,[],p1T5qM1-4YNCb4-a3bc3f9b7e7b3189,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:55:20.502623+00:00,2026-09-16T01:55:21.298532+00:00,0.796,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
221,1760,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,18832500,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,570,20,590,1,,[],p1T5sAS-fdNmn-a3bc3fc14acc0026,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:55:26.543805+00:00,2026-09-16T01:55:27.762271+00:00,1.218,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
222,1775,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,17355582,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,547,20,567,1,,[],p1T5x6A-fdNmn-a3bc4028f92d0026,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:55:43.142990+00:00,2026-09-16T01:55:43.945045+00:00,0.802,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
223,1780,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,19575307,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,866,300,explicit_numeric,577,21,598,1,,[],p1T5ytd-4YNCb4-a3bc404f1e508ea6,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:55:49.273501+00:00,2026-09-16T01:55:50.495917+00:00,1.222,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
224,1787,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,21402341,REFUTED,INCONCLUSIVE,0.6,SEEK_EVIDENCE,full,clean,0,short,1200,300,explicit_numeric,596,24,620,1,,[],p1T62Qv-4YNCb4-a3bc408408171fde,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:55:57.672300+00:00,2026-09-16T01:55:58.691429+00:00,1.019,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.6
ACTION: SEEK_EVIDENCE",67
225,1792,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,21593045,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,604,21,625,1,,[],p1T64ES-fdNmn-a3bc40aa1babf2b5,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:56:03.822674+00:00,2026-09-16T01:56:04.836467+00:00,1.014,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
226,1807,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,9488747,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1115,300,explicit_numeric,562,20,582,1,,[],p1T69hS-4YNCb4-a3bc411d4d48a269,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:56:22.233611+00:00,2026-09-16T01:56:23.069750+00:00,0.836,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
227,1812,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,11481172,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,558,300,explicit_numeric,438,20,458,1,,[],p1T6BXa-4YNCb4-a3bc4143b8238ea6,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:56:28.387479+00:00,2026-09-16T01:56:29.305696+00:00,0.918,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
228,1819,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,16510651,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,short,996,300,explicit_numeric,511,20,531,1,,[],p1T6E2w-fdNmn-a3bc41783ee1a291,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:56:36.781307+00:00,2026-09-16T01:56:37.844823+00:00,1.064,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
229,1824,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,16498158,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,621,20,641,1,,[],p1T6FpH-fdNmn-a3bc419da9bb80f3,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:56:42.730939+00:00,2026-09-16T01:56:44.052032+00:00,1.321,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
230,1839,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,16678696,REFUTED,INCONCLUSIVE,0.7,SEEK_EVIDENCE,full,clean,0,short,1200,300,explicit_numeric,559,24,583,1,,[],p1T6M1p-fdNmn-a3bc420afd041801,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:57:00.272116+00:00,2026-09-16T01:57:01.153351+00:00,0.881,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.7
ACTION: SEEK_EVIDENCE",67
231,1844,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,10381996,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,588,21,609,1,,[],p1T6NiN-fdNmn-a3bc422eb94e0fd5,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:57:05.971617+00:00,2026-09-16T01:57:07.299000+00:00,1.327,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
232,1851,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,10456814,REFUTED,INCONCLUSIVE,0.8,SEEK_EVIDENCE,full,clean,0,short,1200,300,explicit_numeric,621,24,645,1,,[],p1T6R7T-4YNCb4-a3bc42616d4e530b,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:57:14.075591+00:00,2026-09-16T01:57:14.977066+00:00,0.901,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.8
ACTION: SEEK_EVIDENCE",67
233,1856,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,10798511,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,733,300,explicit_numeric,493,21,514,1,,[],p1T6SwT-fdNmn-a3bc42879e8cdf96,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:57:20.215944+00:00,2026-09-16T01:57:21.326673+00:00,1.111,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
234,1871,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,8017535,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1027,300,explicit_numeric,526,20,546,1,,[],p1T6YXX-4YNCb4-a3bc42fd48890a15,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:57:39.030353+00:00,2026-09-16T01:57:39.862643+00:00,0.832,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
235,1876,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,26298839,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,614,20,634,1,,[],p1T6ai5-fdNmn-a3bc432ae803d866,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:57:46.295454+00:00,2026-09-16T01:57:47.438908+00:00,1.143,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
236,1883,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,24183388,INCONCLUSIVE,SUPPORTED,0.2,COMMIT,full,clean,0,short,1200,300,explicit_numeric,571,20,591,1,,[],p1T6eWW-fdNmn-a3bc437acf760a15,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:57:59.117065+00:00,2026-09-16T01:58:02.697384+00:00,3.58,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
237,1888,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,26194560,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,586,20,606,1,,[],p1T6h2g-4YNCb4-a3bc43b0198de407,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:58:07.615437+00:00,2026-09-16T01:58:08.429253+00:00,0.814,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
238,1903,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,21845457,SUPPORTED,INCONCLUSIVE,0.7,SEEK_EVIDENCE,full,clean,0,short,1200,300,explicit_numeric,551,24,575,1,,[],p1T6nA2-fdNmn-a3bc441b8c1328bf,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:58:24.822381+00:00,2026-09-16T01:58:25.938187+00:00,1.116,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.7
ACTION: SEEK_EVIDENCE",67
239,1908,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,17444776,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,560,300,explicit_numeric,500,20,520,1,,[],p1T6p34-fdNmn-a3bc44432e07e09b,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:58:31.170719+00:00,2026-09-16T01:58:32.086875+00:00,0.916,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
240,1915,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,21889895,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,short,1200,300,explicit_numeric,569,20,589,1,,[],p1T6rHX-fdNmn-a3bc44725bad46f9,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:58:38.750408+00:00,2026-09-16T01:58:39.607730+00:00,0.857,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
241,1920,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,17208539,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,620,21,641,1,,[],p1T6sz4-4YNCb4-a3bc44965b3153f0,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:58:44.484608+00:00,2026-09-16T01:58:46.111844+00:00,1.627,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
242,1935,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,15280782,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,625,21,646,1,,[],p1T6y78-fdNmn-a3bc4501defd5e1b,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:59:01.687399+00:00,2026-09-16T01:59:02.572928+00:00,0.886,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
243,1940,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,16392897,INCONCLUSIVE,SUPPORTED,0.05,COMMIT,full,clean,0,short,1183,300,explicit_numeric,578,20,598,1,,[],p1T6zhi-fdNmn-a3bc452358823d9b,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:59:07.048283+00:00,2026-09-16T01:59:08.032405+00:00,0.984,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.05
ACTION: COMMIT",58
244,1947,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,19406119,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,576,20,596,1,,[],p1T72w6-4YNCb4-a3bc45528a064c37,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:59:14.595770+00:00,2026-09-16T01:59:16.117747+00:00,1.522,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
245,1952,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,18955431,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1005,300,explicit_numeric,531,20,551,1,,[],p1T74oB-fdNmn-a3bc45796b0ca25d,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:59:20.840688+00:00,2026-09-16T01:59:23.652141+00:00,2.811,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
246,1967,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,18565233,SUPPORTED,INCONCLUSIVE,0.8,SEEK_EVIDENCE,full,clean,0,short,1200,300,explicit_numeric,582,24,606,1,,[],p1T7Afc-4YNCb4-a3bc45f52de788df,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:59:40.601889+00:00,2026-09-16T01:59:41.819107+00:00,1.217,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.8
ACTION: SEEK_EVIDENCE",67
247,1972,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,17220021,SUPPORTED,INCONCLUSIVE,0.7,SEEK_EVIDENCE,full,clean,0,short,1080,300,explicit_numeric,590,24,614,1,,[],p1T7Cb1-4YNCb4-a3bc461d7b84aa1d,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:59:47.051535+00:00,2026-09-16T01:59:48.068483+00:00,1.017,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.7
ACTION: SEEK_EVIDENCE",67
248,1979,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,20337202,INCONCLUSIVE,SUPPORTED,0.2,COMMIT,full,clean,0,short,861,300,explicit_numeric,577,20,597,1,,[],p1T7FAd-4YNCb4-a3bc4653bb8a5683,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:59:55.752020+00:00,2026-09-16T01:59:56.566802+00:00,0.815,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
249,1984,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,26708803,INCONCLUSIVE,SUPPORTED,0.2,COMMIT,full,clean,0,short,1200,300,explicit_numeric,567,20,587,1,,[],p1T7Gui-4YNCb4-a3bc46782d7c4c37,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:00:01.590379+00:00,2026-09-16T02:00:02.712607+00:00,1.122,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
250,1999,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,20363841,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,short,1200,300,explicit_numeric,655,20,675,1,,[],p1T7Nv5-fdNmn-a3bc46f6682b1fde,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:00:21.763989+00:00,2026-09-16T02:00:22.782889+00:00,1.019,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
251,2004,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,9381529,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,626,20,646,1,,[],p1T7Qhp-4YNCb4-a3bc471c3cf4a311,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:00:27.806588+00:00,2026-09-16T02:00:28.617627+00:00,0.811,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
252,2011,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,8165771,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1098,300,explicit_numeric,547,20,567,1,,[],p1T7TKm-4YNCb4-a3bc47534abea27e,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:00:36.611288+00:00,2026-09-16T02:00:37.423348+00:00,0.812,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
253,2016,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,18319270,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,639,21,660,1,,[],p1T7VUT-4YNCb4-a3bc4780792d2e68,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:00:43.878340+00:00,2026-09-16T02:00:45.512226+00:00,1.634,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
254,2031,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,28247485,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,598,20,618,1,,[],p1T7azq-fdNmn-a3bc47f45bfea313,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:01:02.413512+00:00,2026-09-16T02:01:04.047255+00:00,1.634,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
255,2036,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,22668852,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,613,21,634,1,,[],p1T7dDs-fdNmn-a3bc48233d560aa4,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:01:09.895079+00:00,2026-09-16T02:01:11.083565+00:00,1.189,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
256,2043,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,19931500,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,603,20,623,1,,[],p1T7fmL-4YNCb4-a3bc4858ed755895,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:01:18.498895+00:00,2026-09-16T02:01:19.614575+00:00,1.116,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
257,2048,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,19309468,SUPPORTED,INCONCLUSIVE,0.7,SEEK_EVIDENCE,full,clean,0,short,1200,300,explicit_numeric,595,24,619,1,,[],p1T7i2k-fdNmn-a3bc48883f912bc5,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:01:26.067047+00:00,2026-09-16T02:01:27.087913+00:00,1.021,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.7
ACTION: SEEK_EVIDENCE",67
258,2063,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,25636371,INCONCLUSIVE,SUPPORTED,0.2,COMMIT,full,clean,0,short,1200,300,explicit_numeric,622,20,642,1,,[],p1T7ojF-fdNmn-a3bc48ff4e36a2a2,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:01:45.111123+00:00,2026-09-16T02:01:46.758408+00:00,1.647,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
259,2068,C1,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,25735444,INCONCLUSIVE,SUPPORTED,0.2,COMMIT,full,clean,0,short,1200,300,explicit_numeric,594,20,614,1,,[],p1T7qoG-fdNmn-a3bc492b7bfda26f,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T02:01:52.179493+00:00,2026-09-16T02:01:53.305719+00:00,1.126,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
