row_order,schedule_index,condition,model_key,model,pubmed_id,gold_label,decision,error_prob,action,parse_status,parse_notes,is_correct,evidence_policy,evidence_chars,max_tokens,threshold_rule,prompt_tokens,completion_tokens,total_tokens,api_attempts,api_error,retry_events_json,response_id,response_model,system_fingerprint,request_started_utc,request_finished_utc,latency_seconds,raw_response,raw_length
177,1410,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,9602458,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,full,736,300,explicit_numeric,496,21,517,1,,[],p1T3k7x-fdNmn-a3bc35a67899dfaf,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:48:32.648016+00:00,2026-09-16T01:48:33.556330+00:00,0.908,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
178,1417,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,11888773,REFUTED,INCONCLUSIVE,0.6,SEEK_EVIDENCE,full,clean,0,full,1248,300,explicit_numeric,643,24,667,1,,[],p1T3o48-4YNCb4-a3bc35e45f9d5683,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:48:42.571905+00:00,2026-09-16T01:48:43.689738+00:00,1.118,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.6
ACTION: SEEK_EVIDENCE",67
179,1430,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,26304701,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1443,300,explicit_numeric,624,20,644,1,,[],p1T3sJq-fdNmn-a3bc363d99a6c521,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:48:56.805427+00:00,2026-09-16T01:48:57.820798+00:00,1.015,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
180,1437,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,20497880,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,full,1100,300,explicit_numeric,562,21,583,1,,[],p1T3un6-fdNmn-a3bc36718e330a15,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:49:05.190859+00:00,2026-09-16T01:49:06.082565+00:00,0.892,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
181,1442,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,17483607,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,955,300,explicit_numeric,562,20,582,1,,[],p1T3wPk-fdNmn-a3bc36937d0ba2a4,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:49:10.579035+00:00,2026-09-16T01:49:11.441235+00:00,0.862,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
182,1449,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,18619710,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,full,1544,300,explicit_numeric,631,21,652,1,,[],p1T3yfe-4YNCb4-a3bc36c37f61a2bb,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:49:18.298856+00:00,2026-09-16T01:49:19.220424+00:00,0.922,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
183,1462,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,19852337,SUPPORTED,SUPPORTED,0.05,COMMIT,full,clean,1,full,1227,300,explicit_numeric,631,20,651,1,,[],p1T444p-4YNCb4-a3bc372009262bc5,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:49:32.849043+00:00,2026-09-16T01:49:34.278485+00:00,1.429,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.05
ACTION: COMMIT",58
184,1469,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,26419377,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1197,300,explicit_numeric,598,20,618,1,,[],p1T46PN-4YNCb4-a3bc3750cf0bd7a3,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:49:40.863022+00:00,2026-09-16T01:49:41.750770+00:00,0.888,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
185,1474,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,11500608,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,full,1129,300,explicit_numeric,594,21,615,1,,[],p1T48JX-fdNmn-a3bc3778caab46f9,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:49:47.278762+00:00,2026-09-16T01:49:48.201357+00:00,0.923,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
186,1481,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,19299238,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1565,300,explicit_numeric,682,20,702,1,,[],p1T4Apx-fdNmn-a3bc37adea020d24,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:49:55.787785+00:00,2026-09-16T01:49:56.701978+00:00,0.914,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
187,1494,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,25371231,INCONCLUSIVE,SUPPORTED,0.2,COMMIT,full,clean,0,full,739,300,explicit_numeric,501,20,521,1,,[],p1T4FCB-fdNmn-a3bc3809b908a28f,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:50:10.428422+00:00,2026-09-16T01:50:11.959896+00:00,1.532,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
188,1501,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,17595200,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,full,1407,300,explicit_numeric,584,21,605,1,,[],p1T4HrS-fdNmn-a3bc3841a83d83c2,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:50:19.433654+00:00,2026-09-16T01:50:20.252319+00:00,0.819,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
189,1506,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,11138995,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,full,1448,300,explicit_numeric,588,21,609,1,,[],p1T4KX5-4YNCb4-a3bc3864e8e45b05,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:50:25.069924+00:00,2026-09-16T01:50:25.886327+00:00,0.816,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
190,1513,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,25756710,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1629,300,explicit_numeric,725,20,745,1,,[],p1T4Mq3-fdNmn-a3bc38953db74e9c,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:50:32.753053+00:00,2026-09-16T01:50:33.693554+00:00,0.941,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
191,1526,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,24827404,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,full,1229,300,explicit_numeric,652,21,673,1,,[],p1T4S97-4YNCb4-a3bc38f01bc5a2a4,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:50:47.291977+00:00,2026-09-16T01:50:48.414375+00:00,1.122,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
192,1533,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,17054994,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,full,1007,300,explicit_numeric,536,21,557,1,,[],p1T4UUn-4YNCb4-a3bc39213a47dfaf,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:50:55.193513+00:00,2026-09-16T01:50:56.709166+00:00,1.516,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
193,1538,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,21558951,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,full,1395,300,explicit_numeric,607,21,628,1,,[],p1T4WLw-fdNmn-a3bc39484944a24e,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:51:01.441713+00:00,2026-09-16T01:51:02.338346+00:00,0.897,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
194,1545,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,23899611,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1535,300,explicit_numeric,706,20,726,1,,[],p1T4Ywg-4YNCb4-a3bc397f2e0c7499,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:51:10.234948+00:00,2026-09-16T01:51:11.250552+00:00,1.016,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
195,1558,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,22617083,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1202,300,explicit_numeric,563,20,583,1,,[],p1T4e6u-fdNmn-a3bc39eb5dcbf3e9,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:51:27.543986+00:00,2026-09-16T01:51:28.247567+00:00,0.704,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
196,1565,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,21745056,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,919,300,explicit_numeric,498,20,518,1,,[],p1T4gAK-4YNCb4-a3bc3a16dfcc5683,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:51:34.498105+00:00,2026-09-16T01:51:35.313020+00:00,0.815,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
197,1570,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,26399179,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,545,300,explicit_numeric,449,20,469,1,,[],p1T4i1F-fdNmn-a3bc3a3d6956a24e,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:51:40.641086+00:00,2026-09-16T01:51:41.864322+00:00,1.223,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
198,1577,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,26452334,SUPPORTED,INCONCLUSIVE,0.6,SEEK_EVIDENCE,full,clean,0,full,1302,300,explicit_numeric,626,24,650,1,,[],p1T4kdy-4YNCb4-a3bc3a74fbea530b,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:51:49.551000+00:00,2026-09-16T01:51:50.675894+00:00,1.125,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.6
ACTION: SEEK_EVIDENCE",67
199,1590,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,20197761,INCONCLUSIVE,REFUTED,0.1,COMMIT,full,clean,0,full,1456,300,explicit_numeric,666,21,687,1,,[],p1T4qDP-4YNCb4-a3bc3ad529095895,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:52:04.919086+00:00,2026-09-16T01:52:06.341371+00:00,1.422,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
200,1597,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,26449554,SUPPORTED,REFUTED,0.2,COMMIT,full,clean,0,full,1391,300,explicit_numeric,674,21,695,1,,[],p1T4ssz-4YNCb4-a3bc3b0d4d4c53f0,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:52:13.927710+00:00,2026-09-16T01:52:14.740639+00:00,0.813,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
201,1602,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,28707539,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,825,300,explicit_numeric,525,20,545,1,,[],p1T4uaQ-fdNmn-a3bc3b308d0f0d24,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:52:19.559015+00:00,2026-09-16T01:52:20.473708+00:00,0.915,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
202,1609,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,16195477,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1170,300,explicit_numeric,596,20,616,1,,[],p1T4wo5-fdNmn-a3bc3b5f4e842bc5,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:52:27.037013+00:00,2026-09-16T01:52:27.947934+00:00,0.911,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
203,1622,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,19481382,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,full,1787,300,explicit_numeric,800,20,820,1,,[],p1T527C-fdNmn-a3bc3bba084f5e1b,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:52:41.573284+00:00,2026-09-16T01:52:42.489972+00:00,0.917,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
204,1629,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,22154448,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,full,1247,300,explicit_numeric,645,21,666,1,,[],p1T556E-fdNmn-a3bc3bf8c82aa269,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:52:51.609041+00:00,2026-09-16T01:52:52.318740+00:00,0.71,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
205,1634,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,21689015,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1379,300,explicit_numeric,568,20,588,1,,[],p1T56fk-fdNmn-a3bc3c19dbdf5895,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:52:56.833531+00:00,2026-09-16T01:52:57.748273+00:00,0.915,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
206,1641,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,22350859,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1332,300,explicit_numeric,562,20,582,1,,[],p1T58ou-fdNmn-a3bc3c46e87fa273,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:53:04.106163+00:00,2026-09-16T01:53:09.806247+00:00,5.7,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
207,1654,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,19302863,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1313,300,explicit_numeric,682,20,702,1,,[],p1T5Emt-fdNmn-a3bc3cc458bc5895,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:53:24.170270+00:00,2026-09-16T01:53:25.089831+00:00,0.92,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
208,1661,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,23412195,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1425,300,explicit_numeric,677,20,697,1,,[],p1T5H64-fdNmn-a3bc3cf4fb378130,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:53:31.953782+00:00,2026-09-16T01:53:32.673252+00:00,0.719,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
209,1666,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,28056802,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1495,300,explicit_numeric,763,20,783,1,,[],p1T5Jfg-fdNmn-a3bc3d163a04fbd3,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:53:37.284955+00:00,2026-09-16T01:53:38.297986+00:00,1.013,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
210,1673,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,9278754,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,867,300,explicit_numeric,504,20,524,1,,[],p1T5M5f-fdNmn-a3bc3d48db603282,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:53:45.367870+00:00,2026-09-16T01:53:46.386319+00:00,1.018,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
211,1686,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,12380309,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,full,1258,300,explicit_numeric,622,21,643,1,,[],p1T5RcA-4YNCb4-a3bc3da8588ea837,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:54:00.638099+00:00,2026-09-16T01:54:01.891149+00:00,1.253,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
212,1693,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,22497340,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,741,300,explicit_numeric,490,20,510,1,,[],p1T5UHy-fdNmn-a3bc3de09e83a279,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:54:09.611408+00:00,2026-09-16T01:54:10.455633+00:00,0.844,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
213,1698,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,22303473,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,full,1776,300,explicit_numeric,689,21,710,1,,[],p1T5W5R-fdNmn-a3bc3e05ff7ba28d,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:54:15.593538+00:00,2026-09-16T01:54:16.597073+00:00,1.004,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
214,1705,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,22540518,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1325,300,explicit_numeric,660,20,680,1,,[],p1T5YP1-fdNmn-a3bc3e367820a255,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:54:23.357256+00:00,2026-09-16T01:54:24.173396+00:00,0.816,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
215,1718,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,10375486,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,full,1051,300,explicit_numeric,557,21,578,1,,[],p1T5cig-4YNCb4-a3bc3e920a717499,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:54:38.004805+00:00,2026-09-16T01:54:38.921180+00:00,0.916,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
216,1725,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,15151701,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1887,300,explicit_numeric,681,20,701,1,,[],p1T5fC1-4YNCb4-a3bc3ec5688da2a8,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:54:46.229445+00:00,2026-09-16T01:54:47.113075+00:00,0.884,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
217,1730,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,15369037,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1315,300,explicit_numeric,660,20,680,1,,[],p1T5gpg-4YNCb4-a3bc3ee83d285e1b,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:54:51.832194+00:00,2026-09-16T01:54:52.743431+00:00,0.911,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
218,1737,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,20608141,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,full,1246,300,explicit_numeric,603,21,624,1,,[],p1T5j5L-4YNCb4-a3bc3f179ef8a257,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:54:59.403398+00:00,2026-09-16T01:55:00.321101+00:00,0.918,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
219,1750,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,22491528,INCONCLUSIVE,SUPPORTED,0.2,COMMIT,full,clean,0,full,1060,300,explicit_numeric,527,20,547,1,,[],p1T5oqx-4YNCb4-a3bc3f7bd93088df,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:55:15.386422+00:00,2026-09-16T01:55:16.293998+00:00,0.908,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
220,1757,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,7547656,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,full,1135,300,explicit_numeric,639,21,660,1,,[],p1T5qyL-4YNCb4-a3bc3fa88dd2a275,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:55:22.555204+00:00,2026-09-16T01:55:23.464575+00:00,0.909,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
221,1762,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,18832500,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1596,300,explicit_numeric,639,20,659,1,,[],p1T5stE-fdNmn-a3bc3fd09d3d2544,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:55:28.994445+00:00,2026-09-16T01:55:29.807149+00:00,0.813,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
222,1769,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,17355582,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1291,300,explicit_numeric,566,20,586,1,,[],p1T5vDR-4YNCb4-a3bc4001cc2c2bc5,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:55:36.880920+00:00,2026-09-16T01:55:37.699598+00:00,0.819,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
223,1782,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,19575307,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,full,866,300,explicit_numeric,577,21,598,1,,[],p1T5zfp-4YNCb4-a3bc405f7bf30d24,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:55:51.704519+00:00,2026-09-16T01:55:52.753933+00:00,1.049,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
224,1789,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,21402341,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,full,1545,300,explicit_numeric,705,21,726,1,,[],p1T6356-4YNCb4-a3bc4091da47e09b,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:55:59.871623+00:00,2026-09-16T01:56:00.841578+00:00,0.97,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
225,1794,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,21593045,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,full,1592,300,explicit_numeric,734,21,755,1,,[],p1T64uJ-4YNCb4-a3bc40b87db25b53,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:56:06.082596+00:00,2026-09-16T01:56:07.191683+00:00,1.109,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
226,1801,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,9488747,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1115,300,explicit_numeric,562,20,582,1,,[],p1T67Wv-fdNmn-a3bc40eef960a261,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:56:14.774308+00:00,2026-09-16T01:56:15.791506+00:00,1.017,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
227,1814,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,11481172,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,558,300,explicit_numeric,438,20,458,1,,[],p1T6CEg-fdNmn-a3bc41527de688df,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:56:30.746018+00:00,2026-09-16T01:56:31.869508+00:00,1.124,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
228,1821,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,16510651,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,full,996,300,explicit_numeric,511,20,531,1,,[],p1T6Eim-4YNCb4-a3bc4186e81f53f0,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:56:39.136030+00:00,2026-09-16T01:56:39.954505+00:00,0.818,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
229,1826,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,16498158,SUPPORTED,REFUTED,0.2,COMMIT,full,clean,0,full,1439,300,explicit_numeric,685,21,706,1,,[],p1T6Gbb-fdNmn-a3bc41ae2dfaa27e,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:56:45.389382+00:00,2026-09-16T01:56:46.305501+00:00,0.916,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
230,1833,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,16678696,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,full,1925,300,explicit_numeric,727,21,748,1,,[],p1T6JvN-fdNmn-a3bc41defceca255,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:56:53.179292+00:00,2026-09-16T01:56:54.087607+00:00,0.908,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
231,1846,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,10381996,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,full,1659,300,explicit_numeric,662,21,683,1,,[],p1T6PRy-4YNCb4-a3bc423e1c21aa1d,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:57:08.486777+00:00,2026-09-16T01:57:09.549242+00:00,1.062,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
232,1853,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,10456814,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,full,1807,300,explicit_numeric,759,20,779,1,,[],p1T6RpZ-fdNmn-a3bc42700beda2ae,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:57:16.413362+00:00,2026-09-16T01:57:17.628291+00:00,1.215,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
